"sites","temperature_..C.","oxygen_.µmol.kg.","date","longitude","latitude","depth","depth_layer","station"
"3 (Section GA10, Cruise D357)_21.10",13,258.7317,"2010-10-23 03:39:00",13.276,-36.4846,21.1,"EPI","3 (Section GA10, Cruise D357)"
"38 (Section GP13, Cruise SS2011)_28.40",19.654,NA,"2011-05-31 18:10:31",-170,-32.5001,28.4,"EPI","38 (Section GP13, Cruise SS2011)"
"Station ALOHA (Section NA, Cruise HOT148)_5.00",25.3196,NA,"2003-05-20 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT148)"
"Station ALOHA (Section NA, Cruise HOT150)_125.00",20.2292,NA,"2003-07-19 00:00:00",-158,22.75,125,"EPI","Station ALOHA (Section NA, Cruise HOT150)"
"GT18 (Section GP13, Cruise TAN1109)_74.00",19.147,218.8,"2011-06-19 06:47:00",-154.9993,-32.4995,74,"EPI","GT18 (Section GP13, Cruise TAN1109)"
"Station ALOHA (Section NA, Cruise HOT153)_100.00",22.3659,NA,"2003-11-09 00:00:00",-158,22.75,100,"EPI","Station ALOHA (Section NA, Cruise HOT153)"
"Station ALOHA (Section NA, Cruise HOT152)_10.00",26.8415,NA,"2003-10-14 00:00:00",-158,22.75,10,"EPI","Station ALOHA (Section NA, Cruise HOT152)"
"BATS (Section NA, Cruise BATS182)_180.00",19.477,NA,"2003-11-04 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS182)"
"2 (Section GP13, Cruise SS2011)_75.20",23.51,NA,"2011-05-15 01:28:38",154.004,-30.0019,75.2,"EPI","2 (Section GP13, Cruise SS2011)"
"9 (Section GA02, Cruise JC057)_10.00",23.845,211.6,"2011-03-14 18:45:00",-37.4563,-32.092,10,"EPI","9 (Section GA02, Cruise JC057)"
"BATS (Section NA, Cruise BATS181)_1.00",26.36,NA,"2003-10-07 00:00:00",-64.16,31.66,1,"EPI","BATS (Section NA, Cruise BATS181)"
"22 (Section GP13, Cruise SS2011)_100.40",19.143,NA,"2011-05-24 15:11:38",174.001,-30.0013,100.4,"EPI","22 (Section GP13, Cruise SS2011)"
"7 (Section GA02, Cruise JC057)_148.00",14.966,223.3,"2011-03-12 01:56:00",-41.1248,-37.8305,148,"EPI","7 (Section GA02, Cruise JC057)"
"3 (Section GA03, Cruise KN204)_186.50",18.946,187.8,"2011-11-10 14:23:00",-69.1313,38.655,186.5,"EPI","3 (Section GA03, Cruise KN204)"
"8 (Section GA03, Cruise KN204)_111.10",21.144,189.1,"2011-11-16 13:59:00",-66.5408,35.4162,111.1,"EPI","8 (Section GA03, Cruise KN204)"
"GT19 (Section GP13, Cruise TAN1109)_15.00",18.087,223.6,"2011-06-19 18:28:00",-153.9982,-32.5013,15,"EPI","GT19 (Section GP13, Cruise TAN1109)"
"12 (Section GA02, Cruise JC057)_49.00",24.709,223.7,"2011-03-18 14:16:00",-32.7487,-22.4732,49,"EPI","12 (Section GA02, Cruise JC057)"
"Station ALOHA (Section NA, Cruise HOT159)_5.00",25.3458,NA,"2004-05-18 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT159)"
"3 (Section GA03, Cruise KN204)_288.80",17.589,185.9,"2011-11-10 14:23:00",-69.1313,38.655,288.8,"MES","3 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT156)_5.00",24.5454,NA,"2004-02-24 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT156)"
"GT22 (Section GP13, Cruise TAN1109)_30.00",19.399,217.7,"2011-06-21 13:10:00",-151.0007,-32.4957,30,"EPI","GT22 (Section GP13, Cruise TAN1109)"
"BATS (Section NA, Cruise BATS179)_160.00",19.171,NA,"2003-08-12 00:00:00",-64.16,31.66,160,"EPI","BATS (Section NA, Cruise BATS179)"
"Station ALOHA (Section NA, Cruise HOT214)_5.00",1.4628,141.9,"2009-08-19 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT214)"
"38 (Section GP13, Cruise SS2011)_48.60",19.661,NA,"2011-05-31 18:10:31",-170,-32.5001,48.6,"EPI","38 (Section GP13, Cruise SS2011)"
"10 (Section GA03, Cruise KN204)_41.80",24.134,209.1,"2011-11-19 19:31:00",-64.175,31.7535,41.8,"EPI","10 (Section GA03, Cruise KN204)"
"7 (Section GP13, Cruise SS2011)_30.00",22.035,NA,"2011-05-17 19:55:38",159,-29.9999,30,"EPI","7 (Section GP13, Cruise SS2011)"
"BATS (Section NA, Cruise BATS183)_100.00",20.654,NA,"2003-12-02 00:00:00",-64.16,31.66,100,"EPI","BATS (Section NA, Cruise BATS183)"
"27 (Section GA02, Cruise PE321)_127.00",21.313,178.8,"2010-06-19 21:44:00",-63.5833,22.3411,127,"EPI","27 (Section GA02, Cruise PE321)"
"33 (Section GA02, Cruise PE321)_150.00",22.09,144.8,"2010-06-26 12:25:00",-53.4215,13.1623,150,"EPI","33 (Section GA02, Cruise PE321)"
"Station ALOHA (Section NA, Cruise HOT147)_175.00",17.5723,NA,"2003-04-23 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT147)"
"GT15 (Section GP13, Cruise TAN1109)_76.00",19.283,218.1,"2011-06-17 14:06:00",-157.9945,-32.495,76,"EPI","GT15 (Section GP13, Cruise TAN1109)"
"Station ALOHA (Section NA, Cruise HOT158)_175.00",20.4854,NA,"2004-04-20 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT158)"
"BATS (Section NA, Cruise BATS174)_80.00",19.562,NA,"2003-03-22 00:00:00",-64.16,31.66,80,"EPI","BATS (Section NA, Cruise BATS174)"
"22 (Section GP13, Cruise SS2011)_30.10",21.417,NA,"2011-05-24 15:11:38",174.001,-30.0013,30.1,"EPI","22 (Section GP13, Cruise SS2011)"
"11 (Section GA02, Cruise JC057)_10.00",25.91,201.7,"2011-03-17 00:34:00",-34.2585,-26.0867,10,"EPI","11 (Section GA02, Cruise JC057)"
"8 (Section GA03, Cruise KN204)_237.30",18.322,201.4,"2011-11-16 13:59:00",-66.5408,35.4162,237.3,"MES","8 (Section GA03, Cruise KN204)"
"7 (Section GP13, Cruise SS2011)_78.00",22.018,NA,"2011-05-17 19:55:38",159,-29.9999,78,"EPI","7 (Section GP13, Cruise SS2011)"
"4 (Section GP13, Cruise SS2011)_30.90",21.934,NA,"2011-05-16 17:59:17",155.986,-30.0006,30.9,"EPI","4 (Section GP13, Cruise SS2011)"
"GT19 (Section GP13, Cruise TAN1109)_32.00",18.082,223.5,"2011-06-19 18:28:00",-153.9982,-32.5013,32,"EPI","GT19 (Section GP13, Cruise TAN1109)"
"13 (Section GA02, Cruise JC057)_49.00",27.643,200.7,"2011-03-20 14:54:00",-30.6052,-17.0173,49,"EPI","13 (Section GA02, Cruise JC057)"
"16 (Section GA03, Cruise KN204)_135.60",20.682,198.1,"2011-11-30 03:40:00",-44.8262,26.1369,135.6,"EPI","16 (Section GA03, Cruise KN204)"
"6 (Section GA02, Cruise JC057)_149.00",9.988,221.2,"2011-03-11 02:17:00",-42.4232,-39.9648,149,"EPI","6 (Section GA02, Cruise JC057)"
"14 (Section GA02, Cruise JC057)_49.00",27.266,200.6,"2011-03-22 01:00:00",-29.2335,-12.8957,49,"EPI","14 (Section GA02, Cruise JC057)"
"23 (Section GA02, Cruise PE321)_76.00",22.375,214.1,"2010-06-16 00:22:00",-67.5015,28.0905,76,"EPI","23 (Section GA02, Cruise PE321)"
"Station ALOHA (Section NA, Cruise HOT151)_5.00",26.3989,NA,"2003-08-20 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT151)"
"18 (Section GA03, Cruise KN204)_113.90",22.23,209.2,"2011-12-01 17:25:00",-40.2179,24.1497,113.9,"EPI","18 (Section GA03, Cruise KN204)"
"GT13 (Section GP13, Cruise TAN1109)_15.00",18.904,220.6,"2011-06-16 16:16:00",-160.0078,-32.5103,15,"EPI","GT13 (Section GP13, Cruise TAN1109)"
"BATS (Section NA, Cruise BATS183)_1.00",24.207,NA,"2003-12-02 00:00:00",-64.16,31.66,1,"EPI","BATS (Section NA, Cruise BATS183)"
"4 (Section GP13, Cruise SS2011)_100.90",21.308,NA,"2011-05-16 17:59:17",155.986,-30.0006,100.9,"EPI","4 (Section GP13, Cruise SS2011)"
"8 (Section GA03, Cruise KN204)_291.50",18.133,209,"2011-11-16 13:59:00",-66.5408,35.4162,291.5,"MES","8 (Section GA03, Cruise KN204)"
"3 (Section GA03, Cruise KN204)_234.70",18.224,193.3,"2011-11-10 14:23:00",-69.1313,38.655,234.7,"MES","3 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT146)_175.00",19.6069,NA,"2003-03-28 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT146)"
"BATS (Section NA, Cruise BATS183)_180.00",18.772,NA,"2003-12-02 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS183)"
"9 (Section GA02, Cruise JC057)_149.00",16.162,213.1,"2011-03-14 18:45:00",-37.4563,-32.092,149,"EPI","9 (Section GA02, Cruise JC057)"
"19 (Section GP13, Cruise SS2011)_15.10",21.381,NA,"2011-05-23 11:54:38",171,-29.9997,15.1,"EPI","19 (Section GP13, Cruise SS2011)"
"12 (Section GA03, Cruise KN199-4)_136.50",18.65,157,"2010-11-02 09:05:00",-24.4998,17.3998,136.5,"EPI","12 (Section GA03, Cruise KN199-4)"
"GT8 (Section GP13, Cruise TAN1109)_204.00",16.617,208,"2011-06-13 22:40:00",-164.9923,-32.4957,204,"EPI","GT8 (Section GP13, Cruise TAN1109)"
"25 (Section GA02, Cruise PE321)_11.00",26.76,203.6,"2010-06-17 19:56:00",-67.0726,24.7143,11,"EPI","25 (Section GA02, Cruise PE321)"
"Station ALOHA (Section NA, Cruise HOT154)_175.00",17.9513,NA,"2003-12-20 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT154)"
"7 (Section GA03, Cruise KN199-4)_201.10",16.38,115.1,"2010-10-24 11:14:00",-22.0001,24.0001,201.1,"EPI","7 (Section GA03, Cruise KN199-4)"
"GT16 (Section GP13, Cruise TAN1109)_30.00",18.83,220.2,"2011-06-18 10:34:00",-157.0088,-32.494,30,"EPI","GT16 (Section GP13, Cruise TAN1109)"
"4 (Section GA03, Cruise KN204)_65.60",23.545,207.7,"2011-11-12 14:57:00",-68.8755,38.3243,65.6,"EPI","4 (Section GA03, Cruise KN204)"
"10 (Section GA03, Cruise KN204)_233.30",18.246,205.4,"2011-11-19 19:31:00",-64.175,31.7535,233.3,"MES","10 (Section GA03, Cruise KN204)"
"3 (Section GA03, Cruise KN204)_61.20",24.153,202.8,"2011-11-10 14:23:00",-69.1313,38.655,61.2,"EPI","3 (Section GA03, Cruise KN204)"
"GT8 (Section GP13, Cruise TAN1109)_28.00",19.38,219.7,"2011-06-13 22:40:00",-164.9923,-32.4957,28,"EPI","GT8 (Section GP13, Cruise TAN1109)"
"Station ALOHA (Section NA, Cruise HOT159)_175.00",19.3239,NA,"2004-05-18 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT159)"
"GT18 (Section GP13, Cruise TAN1109)_101.00",18.827,222.3,"2011-06-19 06:47:00",-154.9993,-32.4995,101,"EPI","GT18 (Section GP13, Cruise TAN1109)"
"6 (Section GA03, Cruise KN204)_89.60",23.463,208.1,"2011-11-15 06:20:00",-68.3895,37.6073,89.6,"EPI","6 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT163)_175.00",18.5946,NA,"2004-09-28 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT163)"
"11 (Section GP13, Cruise SS2011)_74.00",21.93,NA,"2011-05-19 15:42:38",162.998,-30.0006,74,"EPI","11 (Section GP13, Cruise SS2011)"
"27 (Section GA02, Cruise PE321)_100.00",22.298,210.3,"2010-06-19 21:44:00",-63.5833,22.3411,100,"EPI","27 (Section GA02, Cruise PE321)"
"7 (Section GP13, Cruise SS2011)_50.60",22.043,NA,"2011-05-17 19:55:38",159,-29.9999,50.6,"EPI","7 (Section GP13, Cruise SS2011)"
"BATS (Section NA, Cruise BATS189)_10.00",24.488,NA,"2004-06-15 00:00:00",-64.16,31.66,10,"EPI","BATS (Section NA, Cruise BATS189)"
"15 (Section GA02, Cruise JC057)_50.00",28.091,198.5,"2011-03-23 11:11:00",-28.0012,-9.1608,50,"EPI","15 (Section GA02, Cruise JC057)"
"16 (Section GA03, Cruise KN204)_60.70",25.14,205.9,"2011-11-30 03:40:00",-44.8262,26.1369,60.7,"EPI","16 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT157)_10.00",23.0455,NA,"2004-03-19 00:00:00",-158,22.75,10,"EPI","Station ALOHA (Section NA, Cruise HOT157)"
"11 (Section GP13, Cruise SS2011)_29.90",21.925,NA,"2011-05-19 15:42:38",162.998,-30.0006,29.9,"EPI","11 (Section GP13, Cruise SS2011)"
"8 (Section GA02, Cruise JC057)_151.00",16.334,223.8,"2011-03-13 13:43:00",-39.431,-35.0093,151,"EPI","8 (Section GA02, Cruise JC057)"
"GT3 (Section GP13, Cruise TAN1109)_32.00",19.342,220.8,"2011-06-11 08:25:00",-169.9952,-32.4937,32,"EPI","GT3 (Section GP13, Cruise TAN1109)"
"15 (Section GP13, Cruise SS2011)_51.10",22.172,NA,"2011-05-21 16:06:42",166.987,-30,51.1,"EPI","15 (Section GP13, Cruise SS2011)"
"GT15 (Section GP13, Cruise TAN1109)_51.00",19.272,218.4,"2011-06-17 14:06:00",-157.9945,-32.495,51,"EPI","GT15 (Section GP13, Cruise TAN1109)"
"BATS (Section NA, Cruise BATS189)_100.00",19.603,NA,"2004-06-15 00:00:00",-64.16,31.66,100,"EPI","BATS (Section NA, Cruise BATS189)"
"19 (Section GP13, Cruise SS2011)_75.40",21.391,NA,"2011-05-23 11:54:38",171,-29.9997,75.4,"EPI","19 (Section GP13, Cruise SS2011)"
"11 (Section GA10, Cruise D357)_121.10",13.116,249.8537,"2010-11-15 02:37:00",7.7251,-39.2555,121.1,"EPI","11 (Section GA10, Cruise D357)"
"8 (Section GA03, Cruise KN204)_186.30",18.68,192.7,"2011-11-16 13:59:00",-66.5408,35.4162,186.3,"EPI","8 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT162)_5.00",26.8551,NA,"2004-08-15 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT162)"
"26 (Section GP13, Cruise SS2011)_15.20",20.695,NA,"2011-05-26 22:16:59",178,-31.5988,15.2,"EPI","26 (Section GP13, Cruise SS2011)"
"GT11 (Section GP13, Cruise TAN1109)_16.00",19.593,217.8,"2011-06-15 21:47:00",-162.009,-32.509,16,"EPI","GT11 (Section GP13, Cruise TAN1109)"
"10 (Section GA03, Cruise KN204)_281.40",18.072,206.4,"2011-11-19 19:31:00",-64.175,31.7535,281.4,"MES","10 (Section GA03, Cruise KN204)"
"18 (Section GA03, Cruise KN204)_65.20",25.225,205.7,"2011-12-01 17:25:00",-40.2179,24.1497,65.2,"EPI","18 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT146)_5.00",23.7519,NA,"2003-03-28 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT146)"
"1 (Section GA03, Cruise KN204)_135.40",13.526,151.2,"2011-11-08 10:56:00",-69.8629,39.6923,135.4,"EPI","1 (Section GA03, Cruise KN204)"
"BATS (Section NA, Cruise BATS187)_180.00",19.445,NA,"2004-04-21 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS187)"
"BATS (Section NA, Cruise BATS182)_80.00",23.874,NA,"2003-11-04 00:00:00",-64.16,31.66,80,"EPI","BATS (Section NA, Cruise BATS182)"
"26 (Section GP13, Cruise SS2011)_30.00",20.679,NA,"2011-05-26 22:16:59",178,-31.5988,30,"EPI","26 (Section GP13, Cruise SS2011)"
"1 (Section GA03, Cruise KN204)_285.90",10.032,141.4,"2011-11-08 10:56:00",-69.8629,39.6923,285.9,"MES","1 (Section GA03, Cruise KN204)"
"23 (Section GA02, Cruise PE321)_150.00",20.297,199.4,"2010-06-16 00:22:00",-67.5015,28.0905,150,"EPI","23 (Section GA02, Cruise PE321)"
"7 (Section GA03, Cruise KN199-4)_57.70",24.09,219.4,"2010-10-24 11:14:00",-22.0001,24.0001,57.7,"EPI","7 (Section GA03, Cruise KN199-4)"
"BATS (Section NA, Cruise BATS181)_180.00",18.867,NA,"2003-10-07 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS181)"
"11 (Section GP13, Cruise SS2011)_16.10",21.925,NA,"2011-05-19 15:42:38",162.998,-30.0006,16.1,"EPI","11 (Section GP13, Cruise SS2011)"
"10 (Section GA02, Cruise JC057)_11.00",24.1,211.5,"2011-03-15 23:40:00",-35.8078,-29.0538,11,"EPI","10 (Section GA02, Cruise JC057)"
"Station ALOHA (Section NA, Cruise HOT163)_5.00",27.4349,NA,"2004-09-28 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT163)"
"38 (Section GP13, Cruise SS2011)_15.50",19.652,NA,"2011-05-31 18:10:31",-170,-32.5001,15.5,"EPI","38 (Section GP13, Cruise SS2011)"
"BATS (Section NA, Cruise BATS195)_100.00",21.983,NA,"2004-12-08 00:00:00",-64.16,31.66,100,"EPI","BATS (Section NA, Cruise BATS195)"
"20 (Section GA03, Cruise KN204)_134.20",20.269,174.4,"2011-12-03 23:12:00",-35.867,22.3331,134.2,"EPI","20 (Section GA03, Cruise KN204)"
"7 (Section GA03, Cruise KN199-4)_151.80",17.27,106.7,"2010-10-24 11:14:00",-22.0001,24.0001,151.8,"EPI","7 (Section GA03, Cruise KN199-4)"
"Station ALOHA (Section NA, Cruise HOT157)_115.00",22.2873,NA,"2004-03-19 00:00:00",-158,22.75,115,"EPI","Station ALOHA (Section NA, Cruise HOT157)"
"GT10 (Section GP13, Cruise TAN1109)_50.00",19.469,218.3,"2011-06-15 11:03:00",-162.9935,-32.5063,50,"EPI","GT10 (Section GP13, Cruise TAN1109)"
"25 (Section GA02, Cruise PE321)_152.00",20.038,212.4,"2010-06-17 19:56:00",-67.0726,24.7143,152,"EPI","25 (Section GA02, Cruise PE321)"
"2 (Section GA10, Cruise D357)_61.40",17.842,233.4634,"2010-10-20 10:08:00",14.9064,-35.3669,61.4,"EPI","2 (Section GA10, Cruise D357)"
"GT17 (Section GP13, Cruise TAN1109)_52.00",18.833,220.2,"2011-06-18 20:24:00",-156.0107,-32.5038,52,"EPI","GT17 (Section GP13, Cruise TAN1109)"
"GT5 (Section GP13, Cruise TAN1109)_15.00",19.686,217.5,"2011-06-12 16:59:00",-168.002,-32.495,15,"EPI","GT5 (Section GP13, Cruise TAN1109)"
"Station ALOHA (Section NA, Cruise HOT157)_175.00",19.0018,NA,"2004-03-19 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT157)"
"GT9 (Section GP13, Cruise TAN1109)_17.00",19.398,219.2,"2011-06-14 16:46:00",-163.9897,-32.5043,17,"EPI","GT9 (Section GP13, Cruise TAN1109)"
"7 (Section GA03, Cruise KN199-4)_33.20",25.66,206.9,"2010-10-24 11:14:00",-22.0001,24.0001,33.2,"EPI","7 (Section GA03, Cruise KN199-4)"
"4 (Section GA03, Cruise KN204)_184.10",20.158,185.9,"2011-11-12 14:57:00",-68.8755,38.3243,184.1,"EPI","4 (Section GA03, Cruise KN204)"
"22 (Section GA03, Cruise KN204)_233.10",15.176,132.3,"2011-12-07 11:25:00",-29.3832,19.4334,233.1,"MES","22 (Section GA03, Cruise KN204)"
"26 (Section GP13, Cruise SS2011)_74.10",20.616,NA,"2011-05-26 22:16:59",178,-31.5988,74.1,"EPI","26 (Section GP13, Cruise SS2011)"
"Station ALOHA (Section NA, Cruise HOT150)_5.00",26.0052,NA,"2003-07-19 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT150)"
"BATS (Section NA, Cruise BATS176)_180.00",19.127,NA,"2003-05-20 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS176)"
"25 (Section GA02, Cruise PE321)_77.00",22.846,213.4,"2010-06-17 19:56:00",-67.0726,24.7143,77,"EPI","25 (Section GA02, Cruise PE321)"
"GT4 (Section GP13, Cruise TAN1109)_52.00",19.035,221.9,"2011-06-12 07:26:00",-169.0023,-32.499,52,"EPI","GT4 (Section GP13, Cruise TAN1109)"
"21 (Section GA02, Cruise PE321)_202.00",18.131,198.4,"2010-06-13 00:53:00",-64.167,31.6667,202,"EPI","21 (Section GA02, Cruise PE321)"
"4 (Section GA03, Cruise KN204)_285.30",18.353,197.2,"2011-11-12 14:57:00",-68.8755,38.3243,285.3,"MES","4 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT146)_125.00",21.8089,NA,"2003-03-28 00:00:00",-158,22.75,125,"EPI","Station ALOHA (Section NA, Cruise HOT146)"
"Station ALOHA (Section NA, Cruise HOT165)_5.00",26.5187,NA,"2004-11-10 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT165)"
"20 (Section GA03, Cruise KN204)_300.80",16.057,166.2,"2011-12-03 23:12:00",-35.867,22.3331,300.8,"MES","20 (Section GA03, Cruise KN204)"
"GT7 (Section GP13, Cruise TAN1109)_30.00",19.736,218.4,"2011-06-13 12:49:00",-165.9988,-32.4985,30,"EPI","GT7 (Section GP13, Cruise TAN1109)"
"8 (Section GA03, Cruise KN204)_135.80",20.021,193.9,"2011-11-16 13:59:00",-66.5408,35.4162,135.8,"EPI","8 (Section GA03, Cruise KN204)"
"18 (Section GA02, Cruise JC057)_9.00",28.609,197.3,"2011-03-27 13:11:00",-32.8745,-0.1915,9,"EPI","18 (Section GA02, Cruise JC057)"
"6 (Section GA03, Cruise KN204)_284.70",14.783,155.3,"2011-11-15 06:20:00",-68.3895,37.6073,284.7,"MES","6 (Section GA03, Cruise KN204)"
"19 (Section GP13, Cruise SS2011)_30.70",21.385,NA,"2011-05-23 11:54:38",171,-29.9997,30.7,"EPI","19 (Section GP13, Cruise SS2011)"
"BATS (Section NA, Cruise BATS195)_1.00",23.036,NA,"2004-12-08 00:00:00",-64.16,31.66,1,"EPI","BATS (Section NA, Cruise BATS195)"
"10 (Section GA02, Cruise PE319)_199.00",9.11,181.8,"2010-05-10 12:13:00",-42.4467,49.7225,199,"EPI","10 (Section GA02, Cruise PE319)"
"4 (Section GP13, Cruise SS2011)_74.50",21.756,NA,"2011-05-16 17:59:17",155.986,-30.0006,74.5,"EPI","4 (Section GP13, Cruise SS2011)"
"GT22 (Section GP13, Cruise TAN1109)_50.00",19.367,217.4,"2011-06-21 13:10:00",-151.0007,-32.4957,50,"EPI","GT22 (Section GP13, Cruise TAN1109)"
"12 (Section GA02, Cruise JC057)_9.00",26.381,201.6,"2011-03-18 14:16:00",-32.7487,-22.4732,9,"EPI","12 (Section GA02, Cruise JC057)"
"14 (Section GA03, Cruise KN204)_113.80",21.166,209,"2011-11-26 15:01:00",-49.633,27.5831,113.8,"EPI","14 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT153)_175.00",18.0113,NA,"2003-11-09 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT153)"
"GT16 (Section GP13, Cruise TAN1109)_102.00",18.708,220.7,"2011-06-18 10:34:00",-157.0088,-32.494,102,"EPI","GT16 (Section GP13, Cruise TAN1109)"
"6 (Section GA03, Cruise KN204)_232.90",16.073,152.3,"2011-11-15 06:20:00",-68.3895,37.6073,232.9,"MES","6 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT156)_100.00",22.6252,NA,"2004-02-24 00:00:00",-158,22.75,100,"EPI","Station ALOHA (Section NA, Cruise HOT156)"
"12 (Section GA03, Cruise KN199-4)_185.40",16.07,115.7,"2010-11-02 09:05:00",-24.4998,17.3998,185.4,"EPI","12 (Section GA03, Cruise KN199-4)"
"BATS (Section NA, Cruise BATS193)_1.00",25.829,NA,"2004-10-13 00:00:00",-64.16,31.66,1,"EPI","BATS (Section NA, Cruise BATS193)"
"4 (Section GA03, Cruise KN204)_236.70",18.795,193.1,"2011-11-12 14:57:00",-68.8755,38.3243,236.7,"MES","4 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT145)_115.00",22.2667,NA,"2003-02-25 00:00:00",-158,22.75,115,"EPI","Station ALOHA (Section NA, Cruise HOT145)"
"Station ALOHA (Section NA, Cruise HOT149)_175.00",19.7761,NA,"2003-06-19 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT149)"
"BATS (Section NA, Cruise BATS184)_180.00",18.883,NA,"2004-01-27 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS184)"
"Station ALOHA (Section NA, Cruise HOT152)_100.00",23.3731,NA,"2003-10-14 00:00:00",-158,22.75,100,"EPI","Station ALOHA (Section NA, Cruise HOT152)"
"Station ALOHA (Section NA, Cruise HOT164)_5.00",26.0955,NA,"2004-10-10 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT164)"
"GT21 (Section GP13, Cruise TAN1109)_52.00",18.947,219.5,"2011-06-21 00:03:00",-151.9995,-32.4885,52,"EPI","GT21 (Section GP13, Cruise TAN1109)"
"GT19 (Section GP13, Cruise TAN1109)_201.00",15.005,196,"2011-06-19 18:28:00",-153.9982,-32.5013,201,"EPI","GT19 (Section GP13, Cruise TAN1109)"
"7 (Section GA03, Cruise KN199-4)_349.00",14.07,134,"2010-10-24 11:14:00",-22.0001,24.0001,349,"MES","7 (Section GA03, Cruise KN199-4)"
"1 (Section GA03, Cruise KN204)_89.20",15.814,144.3,"2011-11-08 10:56:00",-69.8629,39.6923,89.2,"EPI","1 (Section GA03, Cruise KN204)"
"GT11 (Section GP13, Cruise TAN1109)_30.00",19.562,218.6,"2011-06-15 21:47:00",-162.009,-32.509,30,"EPI","GT11 (Section GP13, Cruise TAN1109)"
"1 (Section GA03, Cruise KN204)_185.80",11.805,134.4,"2011-11-08 10:56:00",-69.8629,39.6923,185.8,"EPI","1 (Section GA03, Cruise KN204)"
"GT21 (Section GP13, Cruise TAN1109)_102.00",18.679,220.7,"2011-06-21 00:03:00",-151.9995,-32.4885,102,"EPI","GT21 (Section GP13, Cruise TAN1109)"
"GT8 (Section GP13, Cruise TAN1109)_100.00",19.28,219.9,"2011-06-13 22:40:00",-164.9923,-32.4957,100,"EPI","GT8 (Section GP13, Cruise TAN1109)"
"22 (Section GA03, Cruise KN204)_50.00",24.811,206.9,"2011-12-07 11:25:00",-29.3832,19.4334,50,"EPI","22 (Section GA03, Cruise KN204)"
"13 (Section GA02, Cruise JC057)_143.00",22.135,196.4,"2011-03-20 14:54:00",-30.6052,-17.0173,143,"EPI","13 (Section GA02, Cruise JC057)"
"GT20 (Section GP13, Cruise TAN1109)_52.00",18.523,221,"2011-06-20 13:01:00",-153.0057,-32.494,52,"EPI","GT20 (Section GP13, Cruise TAN1109)"
"GT14 (Section GP13, Cruise TAN1109)_101.00",18.154,220.6,"2011-06-17 01:54:00",-159.0193,-32.4637,101,"EPI","GT14 (Section GP13, Cruise TAN1109)"
"22 (Section GA03, Cruise KN204)_283.30",14.36,126.8,"2011-12-07 11:25:00",-29.3832,19.4334,283.3,"MES","22 (Section GA03, Cruise KN204)"
"33 (Section GA02, Cruise PE321)_99.00",26.565,196.2,"2010-06-26 12:25:00",-53.4215,13.1623,99,"EPI","33 (Section GA02, Cruise PE321)"
